,Date,UserName,Location,stars,Message
966,3/14/2015,Angela P.,dallas-2,5,The cream pops (coffee) had my mouth quenching for more. I got a frequent shopper card. This place is so worth going back to! I will be visiting on a regular. The service was nice and the location is friendly.
967,8/11/2014,Hilary T.,dallas-2,5,Such an innovative take on such a classic summertime favorite! This place is awesome with both classic and unique flavored Popsicles. I've had a Pineapple Jalapeno pop and Peach pop. The PJ doesn't taste as crazy as it sounds and it has quite a kick to it. The Peach tastes just like the fruit and you can even see some of the pulp as you're eating it! I love the freshness that this place offers and would come here everyday if I could!
968,11/18/2014,Renee C.,dallas-2,5,I love the pops here! They make their own unique flavors.  I personal favorite was basil blueberry but they don't make them anymore :( . My second to recommend is coffee! I really hope they change their avocado flavor because it is way too sour and needs a spice too it.  If you don't like a flavor they are really nice about letting you pick out another one.
969,7/12/2014,Drew T.,dallas-2,5,"Don't let the line that wraps around the building deter you, the line moves like lightning - 5 min tops. The Cherry sour cream is life changing!!! Repeat customer, Steel City Pops does ice cream right! They also sell in bulk in 4 and 10 and I'm sure larger increments. Parking is a nightmare but Steel City Pops makes it all worth it!"
970,12/19/2015,Rebecca N.,dallas-2,5,"I love their rotating seasonal menus, and their cream-based popsicles are the best. Their sweet potato pecan popsicle sounds so strange, but is actually one of my favorites. You won't ever be disappointed by the coffee or chocolate chili pops. Can't wait till the Casa Linda location opens!"
971,1/11/2015,Ariel M.,dallas-2,5,"Let's start with the basics, this place sells popsicle for about $3 each, I think that you get a discount if you purchase 4 or more. The popsicles come in a large variety of flavors that change seasonally, the flavors are divided into two categories fruit flavors and cream. I had the Bourbon, maple and bacon popsicle, it was one of the seasonal specialties, and before you are sceptical, it was quite delicious. Also just fyi you have the option of having your popsicle dipped in chocolate. Yummy!"
972,1/4/2015,Lisa B.,dallas-2,5,"Wasn't so crazy about coming here in the middle of December, but it is definitely worth it.My teeth are sensitive and usually I can't bite into cold items without my teeth hurting. However, I easily bit into these creamsicles with enjoyment. Been here with two different groups, and no one was disappointed. The texture is super smooth, and the flavors are exciting. I've tried the banana, coffee, eggnog, and blueberry cream. Personal favorite is coffee. Service is great. I've been to both the Dallas and Fort Worth location, and both cashiers are always smiling. One of my cousins tried a flavor and didn't like it, and was offered another creamsicle free of charge."
973,8/13/2014,Katie T.,dallas-2,4,Yummy popsicles perfect for Texas heat!  I just wish they had some mixed flavors... That way you can have more flavors when you are indecisive like me. It's a great place to stop when you're hanging out on Greenville ave!
974,9/10/2015,Sarah Y.,dallas-2,5,I grew up next to a palateria in Mexico and maaann this place was so reminiscent! The lime Popsicle was so good that I ended up buying a box and keep these in the house regularly. This place is definitely worth the hype!
975,5/25/2014,Preston T.,dallas-2,3,"My favorite were the vanilla and cucumber/lime. The price is very fair, and the best part is that you can trade in a pop if you don't like it. I got the pineapple/jalapeno and I hated it (tasted like sweet and sour sauce you get with chinese food). The employee did not have any reservations in getting me another one."
976,10/22/2014,D. R.,dallas-2,4,"I've had the Pumpkin, Chocolate, Coconut, Watermelon and Coffee....My fav is the COFFEE!! Wish they had samples....that would be Fantastic!"
977,1/11/2015,Shahbaaz A.,dallas-2,5,"Popsicle places in New York can be around $9 a popsicle! Here it's really cheap. The flavors are really good, so much variety and all very high quality tasting. They even have the calories listed by each popsicle flavor on the menu. They have cream based and fruit based. The hibiscus is really good and refreshing. Very good customer service also. If you don't like a popsicle you can trade it out for another one."
978,10/19/2014,Marsha E.,dallas-2,5,There are just some guilty pleasures that aren't guilty.  SCP is one of those. We love this place but HATE the parking issue.  Fall favorites are cranberry orange and butter pecan. .awww but I miss the summer days and blood orange.
979,9/21/2014,Lisa P.,dallas-2,4,"These Popsicles are yumm.  So far, I've been able to try the coconut, watermelon, and peanut butter and would recommend all three. Their popsicles are dense and creamy and their flavors are strong.  The popsicles are a bit heavy on the sweetness, imo, but that's a matter of personal preference.  I still highly enjoyed them and one stick got me feeling full...I know it's really hard to justify spending too much money on a popsicle.  For $3, I would say it's worth it... but barely. I think I'll save this place for days when I feel like treating myself."
980,11/29/2014,S A.,dallas-2,5,Amazing! First time there had to have the Pumpkin Dipped in Dark Chocolate. DELICIOUSNESS!
981,10/7/2014,Henry R.,dallas-2,5,"Loved the popsicles, amazingly stupidly good! I have only  tried the pomegranate and the peach and they were both so good! Still need to try the legendary avocado and lime popsicle."
982,10/6/2014,Kiti A.,dallas-2,5,"S.C.P totally deserves the full five star!!!!! We've had strawberries&cream, coconut, melon, and this water based raspberry one (forgot name). Absolutely delicious!!!!! The coconut pop melts in your mouth! They're fresh and all natural. No crazy sweeteners or ingredients. That's one of the best parts. They taste REAL. The melon pop tastes exactly like my mom's homemade melon juice (agua de melon). Next up: avocado!"
983,3/17/2015,Patricia T.,dallas-2,5,"As a certified ice-cream/pop fanatic... SCP is my all-time favorite popsicle joint ever. I repeat, EVER. I mean, I drive 30+mins just to come to this joint! Everything about this place is wonderful. Trendy environment, great staff that is patient and helps you choose a popsicle flavor, and their seasonal rotating pops. They have a great variety from fruity to creamy and now, to cookie pops! I'm in deep unconditional love with their hibiscus, cucumber lime, and jalapeno pineapple pops. You have not learned the secret to life until you've tried one of these flavors. All my friends that I brought said, ""this was def. worth the ride."" And not only that- my boyfriend brought me a thermal bag once and the icecream was still fresh and frozen and just as amazing!"
984,9/29/2014,Christina K.,dallas-2,4,$3 a popsicle is pretty pricey...but I keep going back. Bring some friends and share the 4 or 12 pack - bulk discount!! Love the Blood Orange and Sweet Tea. It's a pretty nice treat when it's burning hot outside here in Texas.
985,10/22/2015,Adriana C.,dallas-2,4,I love anything trendy and this little shop is just that. A casual and easy place to stop by and contemplate which crazy flavor to choose from quite eclectic menu.
986,5/22/2014,Sydney S.,dallas-2,5,Popsicles are going to be the next big thing! I went here for the first time today and had the watermelon popsicle (so yummy tasted a little like frozen watermelon) and my sister had the avocado which was actually awesome. Really cute little store with chalk board menu and nice cool outdoor patio. Steel City Pops is going to make popsicles the next big thing in dallas!
987,10/26/2014,Shawn H.,dallas-2,5,"Best and most fun experience ever. This place is addicting. Love the butter pecan. Will return for sure, nightly."
988,9/25/2014,C B.,dallas-2,5,"Yum!!! Loved loved loved the avocado popsicle! As a matter of fact, my kids even tried to ditch theirs because they liked mine so much. (though theirs were great too...blood orange...)"
989,8/23/2014,Mares V.,dallas-2,5,Love this popsicle place! One reason I did not want to leave Dallas for the suburbs :(  The pineapple jalapeno is the only flavor I have not care for so far and would not recommend it. However everything else is top notch quality!
990,7/11/2014,Janet J.,dallas-2,4,"Good Pop step aside a new fresh ingredient Popsicle is in town. Yes! Delicious! Yes there was a line at 2pm on  Friday, but it wasn't long and it went quickly. I got a 4 pack that included: cantaloupe, cucumber lime, chocolate and sweet tea. So far we've had cantaloupe which was refreshing and had fruit pieces in each bite. It did start to be a bit overwhelming as I was finishing it. You can tell these are NOT watered down. The full flavor lasts until the end. Chocolate was creamy and chocolate-y. Great, rich chocolate flavor. Cucumber lime was SO good and refreshing! Tasted like a Braums Limeaid! Sweet Tea was also the business. Great place!"
991,7/10/2014,Clayton G.,dallas-2,3,"$3 for a Popsicle is steep but it is a damn good Popsicle!  Great selection.  Fairly small place, so you most likely will need to eat it outside.  In the current weather, you will be luck to get 1/2 way done before the drips start occurring.   I would go back with my kids for a treat.  Again, good, but not great.  If you are in the area, I say stop by, but I would not make a special trip just for a popsicle."
992,7/30/2014,Camille R.,dallas-2,5,Gluten-free review: All pops are gluten-free. I had the chocolate pop...it was AMAZING! perfect creamy consistency and perfect chocolate flavor!!!!
993,10/18/2015,Denea B.,dallas-2,5,Fantastic find!!! My husband is in love with the cheesecake pop & I had the chocolate pop. They were both so good that we bought 12 more in a to-go cooler. Well worth the trip & so glad we stumbled upon it!
994,10/5/2015,Ryan B.,dallas-2,4,Who knew popsicles could be so good.  Used them for a work function recently and will do so again.  PB and chocolate and strawberry were the favs.
995,9/8/2014,Santino D.,dallas-2,5,Love this place. I work next door at HG SPLY CO so I'm there a lot. Amazing creations for Popsicles. And I don't even like Popsicles.
996,10/20/2014,Cassie E.,dallas-2,5,SCP always has fun seasonal flavors. I haven't had one I didn't like!
997,7/15/2014,Hannah C.,dallas-2,5,"I have only tried four kinds of pops from Steel City, but I am already a huge fan.  I've been raving about these things to anyone who will listen.  I have had the vanilla, avocado, bluberry basil, and blood orange.  The fruity ones are bright and refreshing, while the creamy ones are smooth and indulgent.  I can't wait to try more flavors!"
998,7/14/2015,Diana G.,dallas-2,5,"Ahhhhhhhmazing. Their Cookie pops were the bomb dot com. A chocolate chip cookie center with a vanilla pop outer shell. Heaven on a stick. Next time me and J visit Dallas again, we are stopping here again to try the other favors."
999,8/3/2014,Polly S.,dallas-2,5,"Can (currently) vouch for the caramel, coconut, cucumber lime, cherry sour cream, strawberry balsamic, watermelon, peanut butter, sweet cream and blueberry basil.  They do not disappoint."
1000,7/9/2014,Francesca B.,dallas-2,5,"Steel City Pops is a perfect antidote to a hot Texas day! The staff is super friendly , the place is clean and cool and the pops are divine .  This is a must visit spot."
1001,5/31/2014,Paige N.,dallas-2,5,Delicious creamy goodness! The avocado Popsicle was so refreshing. The staff is very friendly and service was quick! Definitely recommend it.
1002,9/18/2014,JW M.,dallas-2,5,Always a great night on Lower Greenville when you finish it off with a Steel City Pop. Gotta go with the creamy choices over fruity. Caramel & Coconut won't disappoint!
1003,9/16/2015,Matthew L.,dallas-2,2,I had heard good things about this place but didn't experience them first-hand last night...maybe I caught them on a bad day??
1004,7/25/2014,Carrie H.,dallas-2,5,Don't let the line scare you if it's long!  We tried vanilla bean and pineapple jalapeño. Buttermilk is very popular. I hear chocolate chili sells out a lot. It was the night we went. Going to ft worth location tonight.
1005,8/14/2014,Charlie D.,dallas-2,3,"It was a solid Popsicle but I personally didn't think it was anything special, but I will say that I wasn't toooo adventurous"
1006,8/8/2014,steve m.,dallas-2,5,Never thought I would get excited about a popsicle..... until now.  These are amazing.  You gotta try it out!  they are super fresh and the flavors are vibrant and creative.  Its great for people of all ages
1007,6/13/2014,Yaz D.,dallas-2,3,"I wasn't really impressed. First, parking is a nightmare on Greenville, unless you wanna pay $5 for valet to buy a $3 pop. 2nd, the place was warm when I walked in, not what you'd expect from a frozen treats shop. I got the caramel pop. The taste was great and creamy, but not unique. Finally, the pop started melting as soon as I removed the wrapper. It was melting so fast I just sat down on the bench outside and let it run down my hand and drip on the sidewalk. I noticed other people were having the same problem. The non-creamy flavors didn't seem to melt the same way. Maybe it just wasn't my day (not gonna make a special trip back to try again)."
1008,8/6/2014,Maddison R.,dallas-2,2,"The pops are good and fun, but this location needs to work on their customer service quite a bit.. I know they're probably just high schoolers, I know they're usually really busy, but I don't think the girl that just helped my husband and I spoke a single word to us. She just waited for us to pick out our pops, pay, and leave. It would be a way more enjoyable experience and fun atmosphere if it looked like the employees were happy."
1009,7/31/2015,Natalie R.,dallas-2,5,"My coworkers and I are loyal Steep City Poppers! We frequent the cart in Klyde Warren. Their customer service is top notch!! We love the avocado, buttermilk, coffee, coconut, strawberry lemonade, blackberry...the list goes on!"
1010,6/29/2015,Ryan S.,dallas-2,5,"After an unfortunate experience across the street at Carnival Barkers, I was not about to have my nice Sunday night out for ice cream to be limited to that. So we walked to Steel City Pops and my Sunday night was instantly revived. They have an array of flavors I am interested in trying in the near future. The vanilla chocolate chip was great! It has a baked chocolate chip cookie froze right into the pop. The strawberry lemonade pop was extremely refreshing, even has the strawberry seeds to add a little extra texture. The front waiting/ordering area is a bit small and chaotic upon entering but it goes quick. Very transactional experience, but it's done with a smile which leaves a smile on your face."
1011,6/23/2014,Ha N.,dallas-2,5,"I had the Blueberry Basil. It was very unique and delicious! They have dozens of flavors, going to take me months to try them all."
1012,5/26/2014,Madelyn A.,dallas-2,5,"Delicious popsicles! I had blood orange and my friend had the chili chocolate. The blood orange was like eating the fruit itself, only frozen. Chili chocolate was sweet with just the right amount of spice. Some of the best popsicles I've had in a while."
1013,7/11/2014,Therese L.,dallas-2,5,SIMPLY THE BEST! I have never tasted anything so wonderful in my life. I am completely addicted to these pops! Packed with flavor. I can't imagine anything better for these hot summer days. =)
1014,1/22/2015,Bryan S.,dallas-2,3,"I've been spoiled with the Orange creamsicles and Big red bomb pops from the ice cream trucks so when it comes to homemade pops its not that I don't like them but I'm just used to the good old days!! Any how's, moving along with the most important part of my blabbering,  the ""REVIEW"" This place is always packed when you get here, So once you're in line make sure you know what you're getting because theres always a long line waiting to pass yah!!!! Steel city pops is the contemporary version of most ice cream shops because this establishment gives you the most diverse and uniqe style pops on the go for the urban world youth and older. When it comes serving up some mean popsicles they keep the crowd lining up constantly by bringing random and unique flavors such as butter cream, blueberry cream, pomegranate, coffee, banana, coconut and so on. Overall great concept, however, these popsicles just didn't really do it for me so for the character and uniqueness I still gave this place a whopping three stars!!"
1015,7/14/2014,Kayla B.,dallas-2,5,"My only complaint about this place is that it is so difficult to choose between all of their delicious sounding flavors. If you're in the mood for fruity, there is everything from blood orange to blueberry basil to strawberry balsamic (which is what I finally settled on-sweet with a tiny hint of vinegar,yum!). If creamy is more your thing, they have everything from classic vanilla bean to cherry sour cream, or my husband's favorite- coffee, topped with tiny granules of ground coffee. I can't wait to go back and try them all!"
1016,3/11/2015,A L.,dallas-2,5,Delicious gourmet popsicles with real fruit and ingredients. Even the ice cream ones are pretty decent. The workers are friendly too.
1017,10/15/2014,Lauren B.,dallas-2,5,SOOOOO YUMMY! These guys were at my work event and their popsicles are stupid good! I had the buttermilk flavor and my coworker had the pomegranate. The buttermilk one tasted a lot like cheesecake and I couldn't get enough of it. My coworker kept raving about hers as well. Delicious!!
1018,1/2/2015,Jonathan P.,dallas-2,5,"Lets just put it this way, I've never had a bad experience when grabbing a fun pop at Steel City.  My girlfriend and I's favorite are the White Chocolate and Blueberry Cream.  You can't go wrong with anything on the menu!  Highly recommend to swing by if  you're ever in Lower Greenville and want something to cure your sweet tooth craving."
1019,8/30/2014,Mackenzi W.,dallas-2,5,"I've had the caramel and hibiscus flavors. The caramel was to die for. You cold see that they used vanilla bean as the little black specks settled at the top of the pop. The hibiscus had a better flavor the I expected, but I find myself leaning more towards the creamy pops."
1020,8/9/2014,Corey C.,dallas-2,4,"OMGG! The last G is for Good! I typically don't like pops but the blood orange was amazing and the Chocolate that my son had was the best I have ever tasted. We showed up at 5 minutes until closing and there was still a line out the door. It took about three minutes to get to the counter and make our selection.  Must stop if you are in the area. Only reason I gave it a 4 was limited selection.  But really,  how many can you eat in one day!!"
1021,8/1/2014,Molly B.,dallas-2,4,"A little pricey for Popsicles, but the flavors are delish! We had the coffee, chocolate and caramel on our first visit. Second visit we had strawberry (kinda plain) and blood orange- YUM! Be prepared to wait in line but worth it."
1022,7/6/2014,P. M.,dallas-2,5,"Wow, what an awesome find on a hot summer day!  I indulged in the chocolate cream flavor and it was outstanding.  The line was out the door and to the sidewalk but it moved very quickly.  The staff was kind and enthusiastic.  I'm looking forward to the next visit where I will be more adventurous in my flavor choice."
1023,6/10/2014,L D.,dallas-2,5,We had dinner at HG Supply and our server told us about this place since we decided against their dessert options.  I got a blueberry basil popsicle.  DELICIOUS!  As someone with a cow dairy allergy I was really happy to see so many dairy-free options available.  It was chock full of blueberry and just the right amount of sweetness to not overwhelm the blueberry or the basil.  I will definitely be back!
1024,6/6/2014,Matthew S.,dallas-2,5,"My new favorite thing. I've had the vanilla, cherry-sour-cream, and the blueberry-basil. Everything was awesome."
1025,6/21/2017,Eric W.,dallas-5,5,Healthy popsicles? We like it!The kids enjoyed all the fruit flavors. I enjoy the creamier ones=more calories :)But the pops all taste fresh!!Try it...
1026,8/1/2017,Ashley P.,dallas-5,4,"This place is so yummy! It's the cutest place to go out with a group of friends, for after dinner dates, or to bring your kids. There's indoor seating and outdoor seating so it's super kid friendly. The menu has many options to choose from. My husband loves the chocolate pop with the brownie in the middle, dipped in chocolate with peanuts. I like the water based pops. Recently I got the passion fruit pop and loved it. The menu is great. Excuse there is an option for everyone. The water-based ones have a lot of flavors to choose from that taste super fresh. I got the cucumber one and loved it but I wouldn't recommend it for everyone. Then there's chocolate or cake filled pops. You can choose to dip it in several different sauces, topIt with things like peanuts etc, and drizzle it with another sauce. I didn't know popcicles could have ever been considered gourmet but these certainly are!"
1027,5/20/2017,Josef M.,dallas-5,3,"$7.50 for two paletas (popsicles)?!?! Great value if served by the Dalai Lama and a gaggle of flying monkey servants... this is not the case.These popsicles are good, but not $3.00-$4.50 good. Fortunately for this business, they are located in an affluent neighborhood, so this is the closest they'll get to the quincentennial brown dude pushing the paletas cart. To help alleviate the suburban first-world problem of becoming too fat, they added the calorie count next to every menu entry.One thing they have going for them; They did not add all the childhood enjoyment buzzkill words like: gluten-free, paleo friendly, humanely harvested, fair trade, kosher, or whatever Gwyneth Paltrow BS they use nowadays.Swing by, enjoy, have fun... my wife is a customer, for me it's a one-time visit."
1028,9/30/2017,Laura S.,dallas-5,5,Found this by accident. So glad we did!!!Delicious pop flavors as a base and you can customize with other toppings. Combinations are endless!!!
1029,3/22/2017,Yolanda H.,dallas-5,5,"The new Preston & Royal location of Steel City Pops is a welcomed sight for me. I have been a fan of Steel City Pops for a while. It's nice to have a location in a North Dallas neighborhood to help deal with the upcoming Texas summer (which heat can easily start in the Spring). The pops are firm and flavorful. While the flavors may change with the season, they offer traditional juice type of popsicles (fruity) & creamy concoctions that remind me of a frozen dessert. The chocolate is a dream. The strawberry lemonade is perky addition to the palate. However, I have found that the odd sounding flavors became my fast favorites. The buttermilk reminds me of a cheesecake on a stick. The non-dairy avocado is a creamy pop made with lime so the taste is more like a key lime pie (but less sweet) rather than an avocado flavor. For coffee snobs, like myself, the coffee pop definitely delivered a solid sweet cafe au lait bite. **Insert happy dance here** . I saw a Hibiscus flavor on the menu, so I'm keeping my fingers crossed that they have it for my next visit. My taste buds are buzzing already.This location has limited indoor and outdoor seating if you want to enjoy a few pops with the family. I was pleased to learn of the loyalty program for Steel City Pops. After earning 10 stars, customers are awarded a free pop!"
1030,7/3/2017,Caroline H.,dallas-5,4,"Decided to try this place for the first time. Photos and reviews helped of course! I went to the Royal lane location since its closer by where I live. I think theres 3 locations in the area. I had got there and there were already a ton of people. Small place but quite inviting. The parking however was tight. I went ahead and got the 4 pop bag to go. I chose the blueberry basil, cucumber lime, coffee and oatmeal cream pie. I tried the cucumber lime first and it was good. Very strong flavor of cucumber and tartnest of the lime. Havnt tried the others yet but Im excited. There were so many to choose from that I would love to get but I had to limit myself!! Lol I would defiantly come back for sure and try other flavors. Great first time visit."
1031,9/18/2017,Desiree R.,dallas-5,5,Is a great place to visit as a vegetarian/vegan. The flavors are authentic and the pops taste so fresh. Love this little jewel!
1032,9/11/2017,Slowsteady S.,dallas-5,5,"Had something in LA & wished there was one in Dallas. Yay! Finally! The pops itself is not anything interesting , it looks like a plain simple pop. It's how you top it makes the magic! I chose coffee, dipped in dark chocolate, dredged with pistachios & dusted with sea salt! HEAVEN! The group sitting next to us had the pops without the toppings & I heard them saying ""there's nothing great about this"". It's true, there's nothing great if you just buy a simple plain pop but once you dip, dredge & dust with the many options available, it's nice. So be adventurous !"
1033,6/11/2017,Marcy A.,dallas-5,2,"The location of this Steel City Pops is great for families in the neighborhood, but I would rather go get ice cream somewhere else than eat one of their popsicles. Some of the flavors like banana have a funky after taste. The option to dip the popsicle in chocolate and add toppings is fun, but yet again I would rather go buy ice cream and add toppings to that."
1034,5/22/2017,Lacy G.,dallas-5,5,"What a great second location for this locally based ""chain""! Their pops are homemade, great tasting, and oh so good. There's indoor and outdoor seating at this location and it's a great place to grab a pop and window shop around the shopping strip. Super great flavors. I recommend the avocado... better than you'd think!!"
1035,4/21/2017,Amanda H.,dallas-5,5,This is such a cool and fun dessert option! They have fruity flavored Popsicles and creamy flavored Popsicles. They also have cake Popsicles. Now you can get your popsicle dipped and coated in something extra special. I love the pistachio popsicle when it is in season. But my go to is the BlackBerry popsicle. I have yet to have anything that wasn't delicious
1036,7/11/2017,Linda C.,dallas-5,5,The staff is very friendly and helpful! All were bubbly and inviting. Frida (if I remembered her name correctly) helped us with choosing flavors of the popsicles and answering any questions we may had about them! I had the Peach pop and it was really tasty!! Def coming back when we visit again!
1037,7/15/2017,Zarina B.,dallas-5,5,"Steel City Pops is this perfect place to cool off on a  hot summer day. The flavors of popsicles are all super fresh and tasty. The passionfruit is especially good. The price of 3$ may seem a little pricy, but the flavor and size of the pop makes it well worth it."
1038,6/22/2017,Nina V.,dallas-5,4,"A trip to Steel City Pops is a 'cool' way to find some refuge from the sweltering summer heat of Texas. They have dairy free and cream based pops in a variety of flavors. Some of my favorites are the buttermilk, blood orange and the strawberry lemonade. You can also customize your pop by having it dipped in one of three different types of chocolate: milk, white or dark and coated with toppings like pistachio, graham cracker crumbs etc. I personally like mine without the chocolate and toppings. The pops are fresh, intense in flavor and absolutely yummy!"
1039,5/26/2017,Emily Z.,dallas-5,5,"Coffee - lighter flavor than normal coffee ice cream, but it's really nice! Perfect for a hot summer day."
1040,"6/2/2017
            





Updated review",Christine S.,dallas-5,5,Loved this place!  The pops were amazing and they had lots of great flavors to pick from.  The coconut and Avocado are my favorite!!! .  We will definitely be back for more.
1041,5/28/2017,Taylor H.,dallas-5,4,"I really love the popsicles here! I've had strawberry and raspberry lemon- neither disappointed. Everyone who ordered in front of me had theirs dipped in chocolate so I'm sure that's yummy, too! However, they were out of a few flavors when I went (my husband couldn't get cookies and cream) - so that was a little disappointing considering they weren't closing for a couple more hours and my husband waited in line for 5 minutes or so before he was told. Great concept tho! Love the flavor of the month idea!"
1042,7/29/2017,Bob A.,dallas-5,3,"Not sure if it was the flavor, but the chocolate brownie was okay.  I could imaging the other flavors being better.  Aside the wait, it was a good experience.  Just for the value flavor on this trip, it was not exciting."
1043,6/19/2017,Peggy J.,dallas-5,5,OMG - peanut butter pie with caramel drizzle.  I am in heaven. Everyone in our party loved what they ordered. Raves for the oatmeal cream pie with white chocolate and the cookies and cream. I was skeptical - but our grandkids wanted to go.  I will. E back!
1044,5/21/2017,Ankita P.,dallas-5,5,"Love SCP! I've been here several times, and I've loved just about everything I've tried! Highly recommend the Peanut Butter or Blood Orange pops!"
1045,9/17/2017,Shawniece H.,garland,5,"When my best friend suggested Steel City Pops during a weekend trip o Dallas, I was less than enthusiastic about it. 1. My heart belongs to Nicey Treat in Indy. 2. I didn't get the whole dip, dredge, drizzle thing.I am SO glad I went with her! I didn't make it very far into the store before I saw the sign for the Pop of the month: Chocolate Salted Caramel Cheesecake. It is a buttermilk pop, dipped in chocolate, dredged with graham cracker, drizzled with caramel, and dusted with sea salt. It's basically an entire meal in the form of a popsicle.  Needless to say, I enjoyed it. The staff was very friendly. I think they saw the unsure expression on my face and offered suggestions and modifications before I decided to trust their judgment. If you're in Dallas, GO THERE NOW!!!"
1046,6/26/2017,Samantha L.,garland,5,"Just an all around great product for the money you shell out. Each popsicle has creamy, satisfying chunks of fruit, yet each individual flavor is on point and absolutely unmistakable. I always ask the most annoying question the cashier ever gets: ""What do you recommend?"" Hasn't failed me yet. xoxo"
1047,6/9/2017,John N.,garland,4,"In a hot texas day without any breeze, and you're tired of drinking bubble tea what do you do?Steel city pops is a great way to cool down, with some great premade flavors and an option to build your own just like the popular pop bar chain in california.I got the coconut pop and everything is 3 dollars, it had great coconut flavor and wasnt too overly sweet. I also tried the coffee one, which had a good balance between sweet and bitter.The service was inconsistent, the owner looked really nice and happy, while the other employee looked like she didnt want to be there. All in all a great place to cool down :DNote* they also have some dried ice and insulated bags for togo. Really cool!"
1048,9/26/2017,Jacki M.,garland,4,Such a fun place to come in the summer and grab a pop.  They make their own flavors with the best ingredients.  You can get regular pops or creamy pops for a more indulgent experience.  They also have seasonal flavors too!
1049,9/23/2017,Matt B.,garland,5,"Popsicles for adults. This place is amazing. They make all their own flavors. They range from fruity to creamy and even some strange ones. They have different flavors through out the year and seasonal ones as well. My favorite one is the pineapple jalapeño. Sweet, spicy and superb."
1050,9/7/2017,Jennie J.,garland,5,Yuuuuuumm!! These are truly unique popsicles! They have different flavors and you can even add toppings to your popsicle! Dairy-free options are available. The avocado flavor is dairy-free and is SO delicious!!!!!! Try any flavor! You can't possibly be disappointed.
1051,7/31/2017,Manny P.,garland,5,"These pops are AMAZING especially on a hot Texas summer day! They offer a variety of fruity & creamy flavors. If you like the creamy flavors, try the buttermilk pop!! It's sooo good."
1052,7/29/2017,Chi Chi O.,garland,5,Their pops are the best I've had I a long time. Very unique flavors. VERY tasty. The customer service was... a little iffy. But overall it was really nice.
1053,11/19/2016,Kathy L.,garland,5,$3 bucks for each reg pop and cookie pops are $4.50. The gal that greeted us was nice and helpfulI wanted something nutty or had nuts in it. She recommended the Cashew pop- creamy and has bits towards the end. It was interesting but really good. Never had anything like it before in texture or taste. Would come again to try other pops!
1054,7/26/2017,Carmelita C.,garland,5,Love that we have a Steel City Pops near us! The staff is amazing and always so nice and helpful. Tonight we took my brother for his birthday and it was of course delicious! Also very clean and since we decided to take our pops home they gave us a travel cooling bag that kept pur pops frozen till we got home. This was so thoughtful and we will definitely be back.
1055,6/28/2016,Katina D.,garland,4,"It's 101 degrees outside and I'm craving a sweet treat... Something that won't make me feel guilty especially since it's the middle of bikini season! I loved the Steel City Pops located in Dallas and I'm so glad I was able to have a Popsicle while yelping the Garland area. The fire wheel location is tucked into the shopping centers so make sure you keep your eyes open ! I ordered my usual plain Jane strawberry Popsicle and it was a perfect summer treat. Did I forget to mention that it was only 79 calories??? Two birds and one stone would be the perfect quote to describe it! The staff was really friendly and helpful if one ever needed a flavor suggestion. Overall: I will continue to come back to Steel City Pops for some more Popsicles but preferably to the Dallas location. I love love loveeeee this place, especially during the hot summer!"
1056,7/19/2017,Kaelie P.,garland,5,"Cute little stop with a flagrant flare in aesthetics through creamery-style decor, small contoured seat bar stools against the window (limited seating) and vintage coffee shop type menu board layout. They have organic popsicles that you can dress up with extra flavors or treats but be warned - if your allergic to anything such as peaches, nuts, pecans and the like you should avoid ""dredging"" your popsicle. All icicles are prepackaged to prevent cross contamination, however the process to dress up your pop isn't as streamlined. This place makes a nice stop if you need something organic, fruity and single serve to beat the heat during the summer while you shop around."
1057,6/30/2017,Eric E.,garland,5,Great way to cool off in the Texas heat! Plus rewards for every popsicle you buy here.  Strawberry lemonade is the best!
1058,7/27/2016,Ashlee S.,garland,4,"Warning: it's extremely difficult to pick a flavor! You'll want to try them all. There's nothing like a ice cold Popsicle to beat the Texas heat.The Popsicles are always very cold, but not so hard that you can't bite into it. The variety of flavors is quite large, and I usually stick to the basics. This night I had the cherry sour cream  which as usual, was full of flavor and fruity goodness. I liked my husbands more, he had the vanilla one. I really want to try the raspberry lemonade and strawberry shortcake flavors. I like that they are always coming out with something new too. Price is $3 a pop."
1059,12/5/2016,Khanh D.,garland,3,"I've been to the Greenville location and enjoyed that much better. We came here recently bc it is much closer to us. The service was okay...I wanted to try the avocado cream pop but they were out. My sister wanted to try the jalapeño one and that too was either out or was not served at this location. I ended up getting the carrot cake flavored pop, my sis got coffee and my niece got the strawberry lemonade. The carrot cake was overly sweet and rich. The other two pops I was told were good. I'd rather go to the one on Greenville as the vibe is much more fun but will settle for this location if I'm craving for a pop badly."
1060,7/22/2017,Florencia S.,garland,4,"Great pops! You can choose from fruity and creamy flavors (and dips, drizzles, etc). The service was great to top it off!"
1061,8/18/2017,Stella N.,garland,1,I went in since I heard such great reviews about this place. Disappointed because the young girl assisting me was really rushing me eventhough I had just walked inn and have never seen the menu before. Very harsh attitude. Will not be returning
